# Original filename: 0035_CRF_2016-11-15.log
# Time unit: 100 us
# RARECAT=digit
#
# Time	HHGG	Event
37346	42	STIM=n
39744	42	RESP=1
54381	42	STIM=z
58006	42	RESP=1
71970	42	STIM=i
79642	42	RESP=1
88358	42	STIM=3
92512	42	RESP=2
103901	42	STIM=q
110755	42	RESP=1
119779	42	STIM=d
124083	42	RESP=1
137107	42	STIM=q
140171	42	RESP=1
155050	42	STIM=0
160972	42	RESP=2
171821	42	STIM=2
179151	42	RESP=2
190699	42	STIM=h
195377	42	RESP=1
207972	42	STIM=2
213100	42	RESP=2
224438	42	STIM=e
228344	42	RESP=1
242235	42	STIM=6
246667	42	RESP=2
260804	42	STIM=a
263592	42	RESP=1
279140	42	STIM=s
282218	42	RESP=2
295678	42	STIM=7
300287	42	RESP=2
314482	42	STIM=j
319938	42	RESP=1
330648	42	STIM=l
335735	42	RESP=1
346793	42	STIM=o
352024	42	RESP=1
364727	42	STIM=9
368269	42	RESP=2
379777	42	STIM=w
383561	42	RESP=1
394932	42	STIM=3
402106	42	RESP=2
413569	42	STIM=w
416395	42	RESP=1
431413	42	STIM=s
438608	42	RESP=1
448433	42	STIM=6
455173	42	RESP=2
465566	42	STIM=n
469408	42	RESP=1
482039	42	STIM=a
487189	42	RESP=1
497287	42	STIM=u
505049	42	RESP=1
512703	42	STIM=k
516609	42	RESP=1
530693	42	STIM=6
537151	42	RESP=2
546364	42	STIM=w
550365	42	RESP=1
563016	42	STIM=6
569254	42	RESP=2
579606	42	STIM=c
583152	42	RESP=1
597155	42	STIM=i
600568	42	RESP=1
616150	42	STIM=k
621195	42	RESP=1
633774	42	STIM=g
639206	42	RESP=1
651093	42	STIM=i
659637	42	RESP=1
668227	42	STIM=z
673196	42	RESP=1
683983	42	STIM=8
692944	42	RESP=2
700145	42	STIM=d
704728	42	RESP=1
717439	42	STIM=y
721751	42	RESP=1
732716	42	STIM=b
738684	42	RESP=1
749815	42	STIM=s
755249	42	RESP=2
765049	42	STIM=l
776654	42	RESP=1
783042	42	STIM=s
787269	42	RESP=1
800470	42	STIM=h
805643	42	RESP=1
817367	42	STIM=v
823382	42	RESP=1
832860	42	STIM=w
837194	42	RESP=1
850128	42	STIM=r
855190	42	RESP=1
867826	42	STIM=d
872742	42	RESP=1
884643	42	STIM=j
891241	42	RESP=1
900069	42	STIM=m
905194	42	RESP=1
918698	42	STIM=7
923245	42	RESP=2
937562	42	STIM=l
941779	42	RESP=1
955836	42	STIM=g
959833	42	RESP=1
972193	42	STIM=z
974717	42	RESP=1
989990	42	STIM=n
993428	42	RESP=1
1005607	42	STIM=x
1011596	42	RESP=1
1022131	42	STIM=a
1024880	42	RESP=1
1040438	42	STIM=c
1045963	42	RESP=2
1056372	42	STIM=q
1062280	42	RESP=1
1074123	42	STIM=g
1082114	42	RESP=1
1089620	42	STIM=z
1096105	42	RESP=1
1105981	42	STIM=j
1112133	42	RESP=1
1123710	42	STIM=y
1126833	42	RESP=1
1140112	42	STIM=u
1149188	42	RESP=1
1157562	42	STIM=g
1162827	42	RESP=1
1175395	42	STIM=r
1180663	42	RESP=1
1194305	42	STIM=d
1198904	42	RESP=2
1212748	42	STIM=w
1218969	42	RESP=1
1228197	42	STIM=6
1236377	42	RESP=2
1244980	42	STIM=u
1248701	42	RESP=1
1263226	42	STIM=t
1267240	42	RESP=1
1278705	42	STIM=h
1281492	42	RESP=1
1296995	42	STIM=8
1305644	42	RESP=2
1313693	42	STIM=e
1318675	42	RESP=1
1331958	42	STIM=p
1336070	42	RESP=1
1348886	42	STIM=q
1353541	42	RESP=1
1366659	42	STIM=y
1372260	42	RESP=1
1384552	42	STIM=g
1388058	42	RESP=1
1401444	42	STIM=z
1407427	42	RESP=1
1418538	42	STIM=y
1421767	42	RESP=1
1435468	42	STIM=9
1441320	42	RESP=2
1451668	42	STIM=r
1457228	42	RESP=1
1467242	42	STIM=e
1472278	42	RESP=1
1482509	42	STIM=s
1486001	42	RESP=1
1499529	42	STIM=t
1502834	42	RESP=1
1517609	42	STIM=8
1520973	42	RESP=2
1533061	42	STIM=z
1538209	42	RESP=1
1549218	42	STIM=a
1552145	42	RESP=1
1567293	42	STIM=5
1572414	42	RESP=2
1585675	42	STIM=6
1590454	42	RESP=2
1600695	42	STIM=h
1603613	42	RESP=1
1618944	42	STIM=l
1628515	42	RESP=1
1636928	42	STIM=v
1641968	42	RESP=2
1655784	42	STIM=t
1658362	42	RESP=1
1671132	42	STIM=g
1677355	42	RESP=1
1687794	42	STIM=9
1692923	42	RESP=2
1703935	42	STIM=i
1707762	42	RESP=1
1722449	42	STIM=r
1726212	42	RESP=1
1738574	42	STIM=u
1745206	42	RESP=1
1757001	42	STIM=1
1764953	42	RESP=2
1773208	42	STIM=v
1776849	42	RESP=1
1790858	42	STIM=b
1795706	42	RESP=1
1806223	42	STIM=i
1809752	42	RESP=2
1825085	42	STIM=2
1832684	42	RESP=2
1840156	42	STIM=a
1845951	42	RESP=1
1855475	42	STIM=b
1860915	42	RESP=1
1874347	42	STIM=9
1879352	42	RESP=2
1890454	42	STIM=r
1896126	42	RESP=1
1908428	42	STIM=m
1911746	42	RESP=1
1923731	42	STIM=l
1926493	42	RESP=1
1939484	42	STIM=l
1946267	42	RESP=1
1957131	42	STIM=6
1961589	42	RESP=2
1973765	42	STIM=q
1980730	42	RESP=1
1992267	42	STIM=t
1996900	42	RESP=1
2010266	42	STIM=y
2017487	42	RESP=1
2026193	42	STIM=i
2029392	42	RESP=1
2041639	42	STIM=b
2045372	42	RESP=1
2057176	42	STIM=g
2062428	42	RESP=1
2073218	42	STIM=g
2082458	42	RESP=1
2089401	42	STIM=o
2095900	42	RESP=1
2108229	42	STIM=d
2116671	42	RESP=1
2124143	42	STIM=w
2127330	42	RESP=1
2139355	42	STIM=m
2142782	42	RESP=1
2156344	42	STIM=3
2165715	42	RESP=2
2172022	42	STIM=m
2177327	42	RESP=1
2187671	42	STIM=z
2190845	42	RESP=1
2203335	42	STIM=r
2207980	42	RESP=1
2221277	42	STIM=p
2225785	42	RESP=1
2237880	42	STIM=y
2242838	42	RESP=1
2253509	42	STIM=k
2258166	42	RESP=1
2270250	42	STIM=g
2274050	42	RESP=1
2286796	42	STIM=q
2292398	42	RESP=1
2302799	42	STIM=a
2306269	42	RESP=1
2318661	42	STIM=8
2323316	42	RESP=2
2336598	42	STIM=7
2341687	42	RESP=2
2355359	42	STIM=z
2359702	42	RESP=1
2372835	42	STIM=6
2378307	42	RESP=2
2388069	42	STIM=3
2393957	42	RESP=2
2405281	42	STIM=t
2409010	42	RESP=1
2423804	42	STIM=f
2429678	42	RESP=1
2442533	42	STIM=r
2447210	42	RESP=1
2458414	42	STIM=a
2463781	42	RESP=1
2476381	42	STIM=c
2481113	42	RESP=1
2494225	42	STIM=i
2498149	42	RESP=1
2509730	42	STIM=1
2515453	42	RESP=2
2525470	42	STIM=o
2532373	42	RESP=1
2541159	42	STIM=o
2544549	42	RESP=1
2559881	42	STIM=j
2563822	42	RESP=2
2575253	42	STIM=y
2580050	42	RESP=1
2593353	42	STIM=z
2596300	42	RESP=1
2610902	42	STIM=d
2615940	42	RESP=1
2626080	42	STIM=9
2631655	42	RESP=2
2641899	42	STIM=a
2645084	42	RESP=1
2660322	42	STIM=p
2666943	42	RESP=1
2675521	42	STIM=f
2681555	42	RESP=1
2693419	42	STIM=f
2698650	42	RESP=1
2709403	42	STIM=b
2713450	42	RESP=1
2728216	42	STIM=j
2730971	42	RESP=1
2745781	42	STIM=o
2749658	42	RESP=1
2762936	42	STIM=l
2767965	42	RESP=1
2780010	42	STIM=o
2784235	42	RESP=1
2797501	42	STIM=q
2804988	42	RESP=1
2813594	42	STIM=c
2818325	42	RESP=1
2829325	42	STIM=5
2835519	42	RESP=2
2846313	42	STIM=z
2850766	42	RESP=1
2862791	42	STIM=n
2871250	42	RESP=1
2878711	42	STIM=m
2882560	42	RESP=1
2895736	42	STIM=f
2900532	42	RESP=1
2911473	42	STIM=o
2915426	42	RESP=1
2927107	42	STIM=w
2933921	42	RESP=1
2943815	42	STIM=h
2947652	42	RESP=1
2959613	42	STIM=6
2965131	42	RESP=2
2975217	42	STIM=l
2984159	42	RESP=1
2993512	42	STIM=r
2997621	42	RESP=1
3008526	42	STIM=e
3014643	42	RESP=1
3024094	42	STIM=b
3028550	42	RESP=1
3040093	42	STIM=h
3043964	42	RESP=1
3056472	42	STIM=q
3061005	42	RESP=1
3074216	42	STIM=6
3081288	42	RESP=1
3090075	42	STIM=t
3094419	42	RESP=1
3108890	42	STIM=d
3112238	42	RESP=1
3124859	42	STIM=h
3129525	42	RESP=1
3142151	42	STIM=7
3148311	42	RESP=2
3159554	42	STIM=o
3163257	42	RESP=1
3174740	42	STIM=o
3178872	42	RESP=1
3189977	42	STIM=g
3195745	42	RESP=1
3206726	42	STIM=e
3210719	42	RESP=1
3223042	42	STIM=7
3230513	42	RESP=2
3241348	42	STIM=o
3247222	42	RESP=1
3259161	42	STIM=e
3265382	42	RESP=1
3278012	42	STIM=y
3283731	42	RESP=2
3294712	42	STIM=7
3300530	42	RESP=2
3312580	42	STIM=s
3316028	42	RESP=1
3328064	42	STIM=6
3333880	42	RESP=2
3346240	42	STIM=r
3349812	42	RESP=1
3365223	42	STIM=w
3370234	42	RESP=1
3382893	42	STIM=d
3389433	42	RESP=1
3399471	42	STIM=b
3405696	42	RESP=1
3416846	42	STIM=s
3425059	42	RESP=1
3434158	42	STIM=j
3441300	42	RESP=1
3453024	42	STIM=i
3456580	42	RESP=1
3468315	42	STIM=5
3474913	42	RESP=2
3483906	42	STIM=e
3488614	42	RESP=1
3500622	42	STIM=j
3504503	42	RESP=1
3518027	42	STIM=6
3524592	42	RESP=2
3534023	42	STIM=3
3540957	42	RESP=2
3549025	42	STIM=t
3553339	42	RESP=1
3566169	42	STIM=d
3572300	42	RESP=1
3584965	42	STIM=b
3588450	42	RESP=1
3603592	42	STIM=p
3609163	42	RESP=1
3621480	42	STIM=y
3626480	42	RESP=1
3640038	42	STIM=t
3645748	42	RESP=1
3656037	42	STIM=m
3659716	42	RESP=1
3673077	42	STIM=o
3677373	42	RESP=1
3690912	42	STIM=l
3696215	42	RESP=1
3708650	42	STIM=a
3712694	42	RESP=1
3726242	42	STIM=y
3730889	42	RESP=1
3744509	42	STIM=b
3749650	42	RESP=1
3760258	42	STIM=e
3766992	42	RESP=1
3775547	42	STIM=r
3778514	42	RESP=1
3791025	42	STIM=j
3796146	42	RESP=1
3808923	42	STIM=q
3812135	42	RESP=1
3827148	42	STIM=w
3835404	42	RESP=1
3843871	42	STIM=f
3847085	42	RESP=1
3860159	42	STIM=h
3864294	42	RESP=1
3877362	42	STIM=j
3881958	42	RESP=1
3895702	42	STIM=q
3899004	42	RESP=1
3914678	42	STIM=q
3919588	42	RESP=1
3932552	42	STIM=q
3938689	42	RESP=1
3949770	42	STIM=e
3954142	42	RESP=1
3967243	42	STIM=d
3972938	42	RESP=1
3982999	42	STIM=j
3989127	42	RESP=1
4000589	42	STIM=q
4005005	42	RESP=1
4016957	42	STIM=t
4024314	42	RESP=1
4034702	42	STIM=q
4041078	42	RESP=1
4051057	42	STIM=3
4056942	42	RESP=2
4066135	42	STIM=w
4070441	42	RESP=1
4081703	42	STIM=3
4090530	42	RESP=2
4097229	42	STIM=s
4102769	42	RESP=1
4112745	42	STIM=5
4121702	42	RESP=2
4130446	42	STIM=3
4137117	42	RESP=2
4145857	42	STIM=k
4149076	42	RESP=1
4163720	42	STIM=d
4169013	42	RESP=1
4181693	42	STIM=o
4184994	42	RESP=1
4198506	42	STIM=w
4203997	42	RESP=1
4214408	42	STIM=9
4224020	42	RESP=1
4232480	42	STIM=s
4237017	42	RESP=1
4251109	42	STIM=e
4255392	42	RESP=1
4266518	42	STIM=6
4271861	42	RESP=2
4285208	42	STIM=l
4289805	42	RESP=2
4300799	42	STIM=z
4306457	42	RESP=1
4316783	42	STIM=w
4321859	42	RESP=1
4333048	42	STIM=7
4340306	42	RESP=2
4349875	42	STIM=o
4355954	42	RESP=1
4368138	42	STIM=3
4373406	42	RESP=2
4386072	42	STIM=u
4391569	42	RESP=1
4401672	42	STIM=d
4405363	42	RESP=1
4418602	42	STIM=g
4427276	42	RESP=1
4437460	42	STIM=p
4440982	42	RESP=1
4454225	42	STIM=f
4458679	42	RESP=1
4469368	42	STIM=s
4473504	42	RESP=1
4486806	42	STIM=y
4491806	42	RESP=1
4502214	42	STIM=j
4507770	42	RESP=1
4517341	42	STIM=7
4521486	42	RESP=2
4532542	42	STIM=1
4535614	42	RESP=2
4550629	42	STIM=a
4556266	42	RESP=1
4567362	42	STIM=v
4570719	42	RESP=1
4582692	42	STIM=2
4586890	42	RESP=1
4601190	42	STIM=l
4606006	42	RESP=1
4619452	42	STIM=9
4625415	42	RESP=2
4636150	42	STIM=8
4641485	42	RESP=2
4651967	42	STIM=a
4654873	42	RESP=1
4668531	42	STIM=7
4675396	42	RESP=2
4686343	42	STIM=y
4690375	42	RESP=1
4703654	42	STIM=o
4713271	42	RESP=1
4722194	42	STIM=c
4726941	42	RESP=2
4737763	42	STIM=v
4740942	42	RESP=1
4753847	42	STIM=h
4760372	42	RESP=1
4769943	42	STIM=r
4776218	42	RESP=1
4786057	42	STIM=w
4789458	42	RESP=1
4801516	42	STIM=r
4806672	42	RESP=1
4820274	42	STIM=q
4823262	42	RESP=1
4836004	42	STIM=y
4839565	42	RESP=1
4852582	42	STIM=9
4857219	42	RESP=2
4868451	42	STIM=8
4873562	42	RESP=2
4884996	42	STIM=7
4891096	42	RESP=2
4901743	42	STIM=v
4907662	42	RESP=1
4917306	42	STIM=x
4923081	42	RESP=1
4934928	42	STIM=j
4937756	42	RESP=1
4953159	42	STIM=z
4958774	42	RESP=1
4970256	42	STIM=v
4975482	42	RESP=1
4989242	42	STIM=3
4996262	42	RESP=1
5006996	42	STIM=z
5013002	42	RESP=1
5025773	42	STIM=2
5030199	42	RESP=2
5044639	42	STIM=b
5047579	42	RESP=1
5060370	42	STIM=h
5066814	42	RESP=1
