# Original filename: 0015_TSP_2017-04-13.log
# Time unit: 100 us
# RARECAT=digit
#
# Time	HHGG	Event
37890	42	STIM=4
41223	42	RESP=2
54388	42	STIM=6
57977	42	RESP=2
72188	42	STIM=c
78722	42	RESP=1
90750	42	STIM=s
96151	42	RESP=1
107790	42	STIM=p
111082	42	RESP=1
126769	42	STIM=8
132607	42	RESP=2
142414	42	STIM=7
148014	42	RESP=2
157945	42	STIM=d
166045	42	RESP=1
176101	42	STIM=d
182327	42	RESP=1
191228	42	STIM=r
194236	42	RESP=1
209902	42	STIM=9
216746	42	RESP=1
225791	42	STIM=c
228955	42	RESP=1
242848	42	STIM=n
246211	42	RESP=1
260698	42	STIM=p
267055	42	RESP=1
279014	42	STIM=b
282457	42	RESP=1
296806	42	STIM=o
303388	42	RESP=1
313421	42	STIM=i
321733	42	RESP=1
331279	42	STIM=z
337394	42	RESP=1
349693	42	STIM=k
353536	42	RESP=1
367581	42	STIM=f
370435	42	RESP=1
385988	42	STIM=c
390678	42	RESP=1
402191	42	STIM=b
410639	42	RESP=1
420881	42	STIM=l
423932	42	RESP=2
436637	42	STIM=y
441816	42	RESP=1
451970	42	STIM=n
455286	42	RESP=1
468076	42	STIM=l
473744	42	RESP=1
484225	42	STIM=m
490406	42	RESP=1
503099	42	STIM=8
509894	42	RESP=2
520810	42	STIM=j
525348	42	RESP=1
539348	42	STIM=u
547127	42	RESP=1
557553	42	STIM=9
562076	42	RESP=2
572744	42	STIM=n
575337	42	RESP=1
590943	42	STIM=g
595631	42	RESP=1
605976	42	STIM=m
611559	42	RESP=1
622603	42	STIM=r
625628	42	RESP=1
638123	42	STIM=r
642905	42	RESP=1
656873	42	STIM=b
665934	42	RESP=1
673294	42	STIM=y
677166	42	RESP=1
690888	42	STIM=c
694633	42	RESP=1
709436	42	STIM=x
713607	42	RESP=1
727244	42	STIM=f
730041	42	RESP=1
744428	42	STIM=d
747433	42	RESP=1
763354	42	STIM=z
766289	42	RESP=1
779682	42	STIM=j
783901	42	RESP=1
796311	42	STIM=4
803098	42	RESP=2
812001	42	STIM=r
818754	42	RESP=1
830844	42	STIM=i
840011	42	RESP=1
847151	42	STIM=w
851249	42	RESP=1
865450	42	STIM=s
868646	42	RESP=1
881740	42	STIM=c
885265	42	RESP=1
899779	42	STIM=q
903704	42	RESP=1
916238	42	STIM=a
923660	42	RESP=1
931513	42	STIM=6
937442	42	RESP=2
946543	42	STIM=w
954778	42	RESP=1
963536	42	STIM=c
966029	42	RESP=1
981694	42	STIM=0
989313	42	RESP=2
997672	42	STIM=s
1003378	42	RESP=1
1014085	42	STIM=5
1023103	42	RESP=2
1031499	42	STIM=x
1036302	42	RESP=1
1047082	42	STIM=a
1050728	42	RESP=1
1065856	42	STIM=e
1070502	42	RESP=1
1084784	42	STIM=m
1089291	42	RESP=1
1101606	42	STIM=n
1105379	42	RESP=1
1117080	42	STIM=y
1120866	42	RESP=1
1132453	42	STIM=1
1136703	42	RESP=2
1150859	42	STIM=c
1155690	42	RESP=1
1169827	42	STIM=2
1175095	42	RESP=2
1187606	42	STIM=c
1191555	42	RESP=1
1205484	42	STIM=i
1212760	42	RESP=1
1222154	42	STIM=s
1225283	42	RESP=1
1239002	42	STIM=t
1241847	42	RESP=1
1257296	42	STIM=f
1260614	42	RESP=1
1273245	42	STIM=e
1277560	42	RESP=1
1288855	42	STIM=4
1293794	42	RESP=2
1307356	42	STIM=w
1313219	42	RESP=1
1323796	42	STIM=o
1327712	42	RESP=1
1342621	42	STIM=e
1350504	42	RESP=1
1360750	42	STIM=1
1364917	42	RESP=2
1377709	42	STIM=x
1381928	42	RESP=1
1395939	42	STIM=x
1400271	42	RESP=1
1410975	42	STIM=v
1415570	42	RESP=1
1429267	42	STIM=h
1433573	42	RESP=1
1444917	42	STIM=6
1448223	42	RESP=2
1462787	42	STIM=s
1466918	42	RESP=1
1481052	42	STIM=a
1484915	42	RESP=1
1499913	42	STIM=a
1506113	42	RESP=1
1515967	42	STIM=o
1524828	42	RESP=1
1533103	42	STIM=y
1538658	42	RESP=1
1551208	42	STIM=v
1554577	42	RESP=1
1569935	42	STIM=1
1573281	42	RESP=1
1588459	42	STIM=g
1593269	42	RESP=1
1604536	42	STIM=o
1607819	42	RESP=1
1622825	42	STIM=t
1627890	42	RESP=1
1640281	42	STIM=y
1645526	42	RESP=1
1656303	42	STIM=v
1663486	42	RESP=1
1673004	42	STIM=l
1677240	42	RESP=1
1691285	42	STIM=g
1697940	42	RESP=1
1710175	42	STIM=h
1713951	42	RESP=1
1729166	42	STIM=f
1732687	42	RESP=1
1746118	42	STIM=k
1749397	42	RESP=1
1762027	42	STIM=u
1769952	42	RESP=1
1778600	42	STIM=8
1782546	42	RESP=2
1794251	42	STIM=a
1800040	42	RESP=1
1810919	42	STIM=l
1816543	42	RESP=1
1827787	42	STIM=k
1835154	42	RESP=1
1846263	42	STIM=v
1850382	42	RESP=1
1864212	42	STIM=r
1871089	42	RESP=1
1882162	42	STIM=0
1888047	42	RESP=2
1898567	42	STIM=c
1905954	42	RESP=1
1915953	42	STIM=f
1919238	42	RESP=1
1933278	42	STIM=z
1939640	42	RESP=1
1949120	42	STIM=b
1952416	42	RESP=1
1966265	42	STIM=x
1972530	42	RESP=1
1981313	42	STIM=0
1987035	42	RESP=2
1998006	42	STIM=o
2001788	42	RESP=1
2016137	42	STIM=j
2019312	42	RESP=1
2034341	42	STIM=t
2038820	42	RESP=1
2049482	42	STIM=g
2052227	42	RESP=1
2068378	42	STIM=f
2074477	42	RESP=1
2086908	42	STIM=n
2093785	42	RESP=1
2102997	42	STIM=l
2108688	42	RESP=1
2119222	42	STIM=7
2123016	42	RESP=2
2135889	42	STIM=u
2140369	42	RESP=1
2151346	42	STIM=1
2156625	42	RESP=2
2168325	42	STIM=a
2171123	42	RESP=1
2186984	42	STIM=q
2193119	42	RESP=1
2203117	42	STIM=r
2208595	42	RESP=1
2220200	42	STIM=2
2226335	42	RESP=2
2238153	42	STIM=0
2242148	42	RESP=2
2256426	42	STIM=r
2265044	42	RESP=1
2274616	42	STIM=o
2280387	42	RESP=1
2291047	42	STIM=9
2296344	42	RESP=2
2308195	42	STIM=q
2311999	42	RESP=1
2323838	42	STIM=i
2328146	42	RESP=1
2338891	42	STIM=y
2344187	42	RESP=1
2354370	42	STIM=j
2358848	42	RESP=1
2372322	42	STIM=q
2376274	42	RESP=1
2389471	42	STIM=5
2396398	42	RESP=2
2406855	42	STIM=s
2410314	42	RESP=1
2421870	42	STIM=n
2425427	42	RESP=1
2440429	42	STIM=d
2445314	42	RESP=1
2458888	42	STIM=h
2464991	42	RESP=1
2474223	42	STIM=y
2479491	42	RESP=1
2491546	42	STIM=7
2495792	42	RESP=2
2508790	42	STIM=0
2515607	42	RESP=2
2526843	42	STIM=2
2529926	42	RESP=2
2542321	42	STIM=k
2545436	42	RESP=1
2559743	42	STIM=v
2565894	42	RESP=1
2577823	42	STIM=0
2585276	42	RESP=2
2592946	42	STIM=k
2597022	42	RESP=1
2610176	42	STIM=3
2616794	42	RESP=2
2625394	42	STIM=i
2629845	42	RESP=1
2640898	42	STIM=p
2646098	42	RESP=1
2658434	42	STIM=k
2663277	42	RESP=1
2673517	42	STIM=h
2678108	42	RESP=1
2691426	42	STIM=0
2698505	42	RESP=2
2710141	42	STIM=l
2714226	42	RESP=1
2726381	42	STIM=1
2730448	42	RESP=2
2741649	42	STIM=d
2750329	42	RESP=1
2758288	42	STIM=u
2762557	42	RESP=1
2776405	42	STIM=z
2781393	42	RESP=1
2794499	42	STIM=j
2798644	42	RESP=1
2810528	42	STIM=r
2815127	42	RESP=1
2827667	42	STIM=j
2836052	42	RESP=1
2846211	42	STIM=g
2849134	42	RESP=1
2863111	42	STIM=z
2869115	42	RESP=1
2881940	42	STIM=w
2884557	42	RESP=1
2898641	42	STIM=w
2902871	42	RESP=1
2914245	42	STIM=x
2917824	42	RESP=1
2929528	42	STIM=f
2935068	42	RESP=2
2946090	42	STIM=5
2952551	42	RESP=2
2963510	42	STIM=f
2972672	42	RESP=1
2982027	42	STIM=t
2985460	42	RESP=1
2998120	42	STIM=y
3003163	42	RESP=1
3013808	42	STIM=8
3018682	42	RESP=2
3029680	42	STIM=2
3036735	42	RESP=2
3045743	42	STIM=q
3049298	42	RESP=1
3061851	42	STIM=a
3067132	42	RESP=1
3079292	42	STIM=1
3084570	42	RESP=2
3097241	42	STIM=8
3105666	42	RESP=2
3114115	42	STIM=4
3122531	42	RESP=1
3131901	42	STIM=4
3136809	42	RESP=2
3147554	42	STIM=n
3152313	42	RESP=1
3163471	42	STIM=i
3167707	42	RESP=1
3180536	42	STIM=6
3184159	42	RESP=2
3196509	42	STIM=u
3201427	42	RESP=1
3213594	42	STIM=k
3216544	42	RESP=1
3231802	42	STIM=n
3236568	42	RESP=1
3250695	42	STIM=u
3259755	42	RESP=1
3267321	42	STIM=4
3273154	42	RESP=2
3284724	42	STIM=f
3290100	42	RESP=1
3301136	42	STIM=e
3308004	42	RESP=2
3317338	42	STIM=x
3320128	42	RESP=1
3335845	42	STIM=s
3338495	42	RESP=1
3352083	42	STIM=q
3357213	42	RESP=1
3369958	42	STIM=d
3376119	42	RESP=1
3387566	42	STIM=p
3392186	42	RESP=1
3403594	42	STIM=t
3407161	42	RESP=1
3421462	42	STIM=y
3425945	42	RESP=1
3437218	42	STIM=x
3444243	42	RESP=1
3455342	42	STIM=7
3460681	42	RESP=2
3470461	42	STIM=p
3474742	42	RESP=1
3487027	42	STIM=p
3491497	42	RESP=1
3502088	42	STIM=p
3506832	42	RESP=1
3519050	42	STIM=g
3522115	42	RESP=1
3537194	42	STIM=x
3540321	42	RESP=1
3553700	42	STIM=c
3558357	42	RESP=1
3569312	42	STIM=2
3574230	42	RESP=2
3586803	42	STIM=g
3593256	42	RESP=1
3604296	42	STIM=n
3609954	42	RESP=1
3622346	42	STIM=s
3625075	42	RESP=1
3640699	42	STIM=v
3647754	42	RESP=1
3657823	42	STIM=j
3661754	42	RESP=1
3674234	42	STIM=u
3680975	42	RESP=1
3689817	42	STIM=s
3694933	42	RESP=1
3705885	42	STIM=o
3711700	42	RESP=1
3722488	42	STIM=x
3727703	42	RESP=1
3738602	42	STIM=0
3746176	42	RESP=2
3754903	42	STIM=h
3761388	42	RESP=1
3772478	42	STIM=r
3779366	42	RESP=1
3788098	42	STIM=g
3794283	42	RESP=1
3804741	42	STIM=8
3808570	42	RESP=2
3820428	42	STIM=s
3825289	42	RESP=1
3835998	42	STIM=y
